,Country,Year,Sex,Age,Cases
10599,MM,2005,Male,15-24,3401.0
10600,MM,2006,Male,15-24,3572.0
10601,MM,2007,Male,15-24,3591.0
10602,MM,2008,Male,15-24,3416.0
10617,MN,1996,Male,15-24,103.0
10618,MN,1997,Male,15-24,173.0
10619,MN,1998,Male,15-24,213.0
10620,MN,1999,Male,15-24,213.0
10621,MN,2000,Male,15-24,181.0
10622,MN,2002,Male,15-24,242.0
10623,MN,2003,Male,15-24,206.0
10624,MN,2004,Male,15-24,287.0
10625,MN,2005,Male,15-24,271.0
10626,MN,2006,Male,15-24,317.0
10627,MN,2007,Male,15-24,280.0
10628,MN,2008,Male,15-24,289.0
10643,MO,1995,Male,15-24,7.0
10645,MO,2001,Male,15-24,9.0
10646,MO,2002,Male,15-24,13.0
10647,MO,2003,Male,15-24,9.0
10648,MO,2004,Male,15-24,8.0
10649,MO,2005,Male,15-24,6.0
10650,MO,2006,Male,15-24,15.0
10651,MO,2007,Male,15-24,14.0
10664,MP,1996,Male,15-24,2.0
10666,MP,2001,Male,15-24,1.0
10667,MP,2003,Male,15-24,2.0
10671,MP,2008,Male,15-24,1.0
10688,MR,2004,Male,15-24,204.0
10689,MR,2006,Male,15-24,197.0
10690,MR,2007,Male,15-24,206.0
10691,MR,2008,Male,15-24,199.0
10729,MT,1997,Male,15-24,1.0
10730,MT,1998,Male,15-24,1.0
10733,MT,2002,Male,15-24,1.0
10736,MT,2005,Male,15-24,1.0
10737,MT,2006,Male,15-24,1.0
10739,MT,2008,Male,15-24,3.0
10755,MU,2000,Male,15-24,6.0
10756,MU,2002,Male,15-24,12.0
10757,MU,2003,Male,15-24,9.0
10758,MU,2004,Male,15-24,13.0
10759,MU,2005,Male,15-24,10.0
10760,MU,2006,Male,15-24,4.0
10761,MU,2007,Male,15-24,9.0
10762,MU,2008,Male,15-24,11.0
10776,MV,1995,Male,15-24,28.0
10777,MV,1996,Male,15-24,24.0
10778,MV,1998,Male,15-24,19.0
10779,MV,1999,Male,15-24,14.0
10780,MV,2000,Male,15-24,9.0
10781,MV,2001,Male,15-24,12.0
10782,MV,2002,Male,15-24,11.0
10783,MV,2003,Male,15-24,14.0
10784,MV,2004,Male,15-24,13.0
10785,MV,2005,Male,15-24,9.0
10786,MV,2006,Male,15-24,8.0
10787,MV,2008,Male,15-24,9.0
10793,MW,1997,Male,15-24,578.0
10794,MW,2001,Male,15-24,704.0
10795,MW,2003,Male,15-24,596.0
10796,MW,2004,Male,15-24,647.0
10797,MW,2005,Male,15-24,622.0
10798,MW,2006,Male,15-24,584.0
10812,MX,1996,Male,15-24,936.0
10813,MX,1998,Male,15-24,1031.0
10814,MX,2000,Male,15-24,1079.0
10815,MX,2001,Male,15-24,1448.0
10816,MX,2002,Male,15-24,1090.0
10817,MX,2003,Male,15-24,1207.0
10818,MX,2004,Male,15-24,1053.0
10819,MX,2005,Male,15-24,1095.0
10833,MY,1995,Male,15-24,640.0
10834,MY,1998,Male,15-24,670.0
10835,MY,1999,Male,15-24,692.0
10836,MY,2000,Male,15-24,694.0
10837,MY,2001,Male,15-24,713.0
10838,MY,2002,Male,15-24,562.0
10852,MZ,1995,Male,15-24,1136.0
10853,MZ,1996,Male,15-24,1163.0
10863,0.0,1995,Male,15-24,68.0
10864,0.0,1998,Male,15-24,270.0
10865,0.0,1999,Male,15-24,247.0
10866,0.0,2001,Male,15-24,322.0
10867,0.0,2002,Male,15-24,301.0
10868,0.0,2003,Male,15-24,364.0
10869,0.0,2004,Male,15-24,319.0
10870,0.0,2005,Male,15-24,355.0
10871,0.0,2006,Male,15-24,347.0
10872,0.0,2007,Male,15-24,370.0
10886,NC,2002,Male,15-24,2.0
10887,NC,2004,Male,15-24,2.0
10888,NC,2005,Male,15-24,2.0
10890,NC,2007,Male,15-24,1.0
10891,NC,2008,Male,15-24,1.0
10904,NE,2005,Male,15-24,557.0
10905,NE,2006,Male,15-24,537.0
10906,NE,2007,Male,15-24,571.0
10921,NG,1995,Male,15-24,845.0
10922,NG,1997,Male,15-24,1518.0
10923,NG,1998,Male,15-24,1798.0
10924,NG,2003,Male,15-24,3263.0
10925,NG,2004,Male,15-24,3679.0
10926,NG,2005,Male,15-24,3824.0
10927,NG,2006,Male,15-24,4488.0
10928,NG,2007,Male,15-24,4251.0
10929,NG,2008,Male,15-24,4518.0
10943,NI,1995,Male,15-24,178.0
10944,NI,1996,Male,15-24,231.0
10945,NI,1997,Male,15-24,211.0
10946,NI,1998,Male,15-24,221.0
10947,NI,1999,Male,15-24,217.0
10948,NI,2000,Male,15-24,194.0
10949,NI,2001,Male,15-24,213.0
10950,NI,2002,Male,15-24,168.0
10951,NI,2003,Male,15-24,179.0
10952,NI,2004,Male,15-24,161.0
10953,NI,2006,Male,15-24,162.0
10954,NI,2007,Male,15-24,172.0
10969,NL,1996,Male,15-24,48.0
10970,NL,1997,Male,15-24,33.0
10971,NL,1998,Male,15-24,31.0
10972,NL,1999,Male,15-24,44.0
10973,NL,2000,Male,15-24,34.0
10988,NO,1995,Male,15-24,4.0
10989,NO,1996,Male,15-24,8.0
10990,NO,1997,Male,15-24,6.0
10991,NO,1998,Male,15-24,1.0
10992,NO,1999,Male,15-24,2.0
10993,NO,2000,Male,15-24,1.0
10994,NO,2001,Male,15-24,6.0
10995,NO,2002,Male,15-24,4.0
11008,NP,1999,Male,15-24,1872.0
11009,NP,2000,Male,15-24,1904.0
11010,NP,2002,Male,15-24,1980.0
11011,NP,2003,Male,15-24,2039.0
11012,NP,2004,Male,15-24,1991.0
11013,NP,2005,Male,15-24,1946.0
11014,NP,2006,Male,15-24,1914.0
11015,NP,2007,Male,15-24,2025.0
11033,NR,2006,Male,15-24,1.0
11034,NR,2007,Male,15-24,1.0
11035,NR,2008,Male,15-24,1.0
11052,NU,1999,Male,15-24,1.0
11075,NZ,2000,Male,15-24,6.0
11076,NZ,2002,Male,15-24,10.0
11077,NZ,2003,Male,15-24,9.0
11078,NZ,2005,Male,15-24,6.0
11092,OM,1999,Male,15-24,10.0
11093,OM,2005,Male,15-24,21.0
11094,OM,2007,Male,15-24,16.0
11108,PA,2004,Male,15-24,89.0
11109,PA,2005,Male,15-24,76.0
11110,PA,2006,Male,15-24,100.0
11111,PA,2007,Male,15-24,106.0
11125,PE,1997,Male,15-24,6913.0
11126,PE,1998,Male,15-24,6271.0
11127,PE,1999,Male,15-24,4861.0
11128,PE,2000,Male,15-24,5290.0
11129,PE,2001,Male,15-24,5591.0
11130,PE,2004,Male,15-24,3860.0
11131,PE,2005,Male,15-24,3802.0
11147,PF,1996,Male,15-24,4.0
11148,PF,1997,Male,15-24,4.0
11149,PF,1998,Male,15-24,4.0
11150,PF,1999,Male,15-24,2.0
11151,PF,2000,Male,15-24,3.0
11152,PF,2003,Male,15-24,2.0
11153,PF,2004,Male,15-24,1.0
11154,PF,2006,Male,15-24,1.0
11183,PH,2005,Male,15-24,7358.0
11184,PH,2006,Male,15-24,7878.0
11185,PH,2007,Male,15-24,8524.0
11186,PH,2008,Male,15-24,8735.0
11200,PK,1995,Male,15-24,274.0
11202,PK,2007,Male,15-24,9598.0
11216,PL,1996,Male,15-24,248.0
11217,PL,1998,Male,15-24,99.0
11218,PL,1999,Male,15-24,84.0
11219,PL,2001,Male,15-24,78.0
11220,PL,2002,Male,15-24,100.0
11233,PR,1998,Male,15-24,9.0
11234,PR,1999,Male,15-24,5.0
11235,PR,2000,Male,15-24,1.0
11236,PR,2001,Male,15-24,5.0
11237,PR,2002,Male,15-24,4.0
11238,PR,2003,Male,15-24,3.0
11239,PR,2004,Male,15-24,2.0
11240,PR,2005,Male,15-24,4.0
11241,PR,2006,Male,15-24,4.0
11242,PR,2007,Male,15-24,6.0
11243,PR,2008,Male,15-24,2.0
11257,PS,1995,Male,15-24,2.0
11258,PS,1996,Male,15-24,2.0
11259,PS,1998,Male,15-24,1.0
11261,PS,2003,Male,15-24,1.0
11262,PS,2004,Male,15-24,1.0
11263,PS,2005,Male,15-24,1.0
11264,PS,2006,Male,15-24,1.0
11265,PS,2008,Male,15-24,1.0
11280,PT,1995,Male,15-24,215.0
11281,PT,1996,Male,15-24,176.0
11282,PT,1997,Male,15-24,135.0
11283,PT,1998,Male,15-24,154.0
11284,PT,1999,Male,15-24,113.0
11297,PW,1995,Male,15-24,2.0
11298,PW,1996,Male,15-24,1.0
11301,PW,1999,Male,15-24,2.0
11317,PY,2003,Male,15-24,163.0
11332,QA,1995,Male,15-24,8.0
11333,QA,1997,Male,15-24,8.0
11334,QA,1999,Male,15-24,5.0
11335,QA,2000,Male,15-24,7.0
11336,QA,2002,Male,15-24,8.0
11337,QA,2003,Male,15-24,10.0
11338,QA,2004,Male,15-24,9.0
11339,QA,2005,Male,15-24,19.0
11340,QA,2006,Male,15-24,22.0
11341,QA,2007,Male,15-24,26.0
11369,RU,1999,Male,15-24,1858.0
11370,RU,2004,Male,15-24,2355.0
11371,RU,2006,Male,15-24,2445.0
11383,RW,2006,Male,15-24,598.0
11399,SA,2000,Male,15-24,131.0
11400,SA,2002,Male,15-24,148.0
11401,SA,2003,Male,15-24,150.0
11402,SA,2005,Male,15-24,182.0
11403,SA,2006,Male,15-24,256.0
11404,SA,2007,Male,15-24,246.0
11418,SB,1995,Male,15-24,14.0
11419,SB,1996,Male,15-24,9.0
11420,SB,1997,Male,15-24,20.0
11421,SB,1998,Male,15-24,15.0
11422,SB,2000,Male,15-24,13.0
11423,SB,2002,Male,15-24,16.0
11424,SB,2003,Male,15-24,14.0
11425,SB,2004,Male,15-24,11.0
11426,SB,2005,Male,15-24,14.0
11427,SB,2006,Male,15-24,13.0
11441,SC,2002,Male,15-24,1.0
11443,SC,2005,Male,15-24,2.0
11458,SD,2000,Male,15-24,1028.0
11459,SD,2002,Male,15-24,1171.0
11460,SD,2004,Male,15-24,1377.0
11461,SD,2005,Male,15-24,1358.0
11462,SD,2006,Male,15-24,1351.0
11463,SD,2007,Male,15-24,1355.0
11477,SE,1996,Male,15-24,11.0
11478,SE,1997,Male,15-24,6.0
11479,SE,1998,Male,15-24,6.0
11480,SE,2000,Male,15-24,9.0
11481,SE,2001,Male,15-24,10.0
11482,SE,2002,Male,15-24,6.0
11483,SE,2003,Male,15-24,8.0
11484,SE,2004,Male,15-24,10.0
11485,SE,2008,Male,15-24,14.0
11499,SG,1995,Male,15-24,9.0
11500,SG,2000,Male,15-24,8.0
11501,SG,2001,Male,15-24,6.0
11502,SG,2002,Male,15-24,14.0
11503,SG,2003,Male,15-24,17.0
11504,SG,2004,Male,15-24,12.0
11505,SG,2005,Male,15-24,8.0
11506,SG,2008,Male,15-24,10.0
11520,SI,1995,Male,15-24,13.0
11521,SI,1996,Male,15-24,5.0
11522,SI,1997,Male,15-24,4.0
11523,SI,1998,Male,15-24,5.0
11524,SI,2000,Male,15-24,3.0
11525,SI,2001,Male,15-24,4.0
11526,SI,2002,Male,15-24,8.0
11527,SI,2003,Male,15-24,3.0
11528,SI,2004,Male,15-24,5.0
11529,SI,2005,Male,15-24,4.0
11530,SI,2006,Male,15-24,3.0
11532,SI,2008,Male,15-24,3.0
11546,SK,1995,Male,15-24,18.0
11547,SK,1997,Male,15-24,2.0
11548,SK,1998,Male,15-24,5.0
11549,SK,1999,Male,15-24,2.0
11550,SK,2000,Male,15-24,6.0
11551,SK,2001,Male,15-24,8.0
11565,SL,1995,Male,15-24,184.0
11566,SL,1996,Male,15-24,249.0
11567,SL,1997,Male,15-24,230.0
11568,SL,1998,Male,15-24,226.0
11570,SL,2000,Male,15-24,287.0
11571,SL,2001,Male,15-24,268.0
11572,SL,2002,Male,15-24,317.0
11573,SL,2003,Male,15-24,351.0
11574,SL,2004,Male,15-24,417.0
11575,SL,2005,Male,15-24,490.0
11576,SL,2006,Male,15-24,485.0
11577,SL,2008,Male,15-24,625.0
11608,SN,1995,Male,15-24,717.0
11609,SN,1996,Male,15-24,773.0
11610,SN,1997,Male,15-24,753.0
11611,SN,1998,Male,15-24,781.0
11612,SN,1999,Male,15-24,721.0
11613,SN,2000,Male,15-24,772.0
11614,SN,2001,Male,15-24,908.0
11615,SN,2002,Male,15-24,815.0
11616,SN,2003,Male,15-24,1005.0
11617,SN,2004,Male,15-24,1085.0
11618,SN,2005,Male,15-24,1050.0
11619,SN,2006,Male,15-24,1124.0
11620,SN,2007,Male,15-24,1053.0
11628,SO,1998,Male,15-24,541.0
11629,SO,2000,Male,15-24,740.0
11630,SO,2001,Male,15-24,899.0
11631,SO,2003,Male,15-24,1054.0
11632,SO,2004,Male,15-24,1228.0
11633,SO,2005,Male,15-24,1343.0
11634,SO,2006,Male,15-24,1377.0
11635,SO,2007,Male,15-24,1239.0
11636,SO,2008,Male,15-24,1273.0
11668,ST,2002,Male,15-24,7.0
11669,ST,2004,Male,15-24,5.0
11670,ST,2005,Male,15-24,5.0
11671,ST,2006,Male,15-24,5.0
11672,ST,2007,Male,15-24,4.0
11673,ST,2008,Male,15-24,5.0
11688,SV,1996,Male,15-24,76.0
11689,SV,1999,Male,15-24,102.0
11690,SV,2000,Male,15-24,99.0
11691,SV,2001,Male,15-24,101.0
11692,SV,2002,Male,15-24,85.0
11693,SV,2003,Male,15-24,75.0
11694,SV,2004,Male,15-24,92.0
11695,SV,2005,Male,15-24,97.0
11696,SV,2006,Male,15-24,93.0
11711,SY,1996,Male,15-24,390.0
11712,SY,2002,Male,15-24,359.0
11713,SY,2003,Male,15-24,343.0
11714,SY,2004,Male,15-24,318.0
11715,SY,2005,Male,15-24,266.0
11724,SZ,1995,Male,15-24,59.0
11727,SZ,2007,Male,15-24,223.0
11745,TC,2006,Male,15-24,1.0
11765,TD,1999,Male,15-24,172.0
11766,TD,2003,Male,15-24,256.0
11767,TD,2004,Male,15-24,141.0
11768,TD,2005,Male,15-24,194.0
11785,TG,1999,Male,15-24,92.0
11787,TG,2002,Male,15-24,140.0
11788,TG,2006,Male,15-24,174.0
11789,TG,2007,Male,15-24,156.0
11790,TG,2008,Male,15-24,194.0
11805,TH,1995,Male,15-24,1191.0
11806,TH,1996,Male,15-24,1088.0
11807,TH,1998,Male,15-24,427.0
11808,TH,2002,Male,15-24,1352.0
11809,TH,2003,Male,15-24,1636.0
11810,TH,2004,Male,15-24,1421.0
11811,TH,2006,Male,15-24,1276.0
11812,TH,2008,Male,15-24,1222.0
11828,TJ,1996,Male,15-24,22.0
11829,TJ,1998,Male,15-24,67.0
11831,TJ,2002,Male,15-24,134.0
11833,TJ,2007,Male,15-24,413.0
11859,TL,2002,Male,15-24,119.0
11860,TL,2005,Male,15-24,136.0
11861,TL,2006,Male,15-24,128.0
11862,TL,2007,Male,15-24,128.0
11863,TL,2008,Male,15-24,115.0
11877,TM,1995,Male,15-24,11.0
11878,TM,1996,Male,15-24,15.0
11879,TM,1997,Male,15-24,14.0
11880,TM,1998,Male,15-24,100.0
11881,TM,1999,Male,15-24,129.0
11882,TM,2000,Male,15-24,103.0
11883,TM,2001,Male,15-24,169.0
11884,TM,2002,Male,15-24,164.0
11885,TM,2003,Male,15-24,148.0
11886,TM,2004,Male,15-24,129.0
11887,TM,2006,Male,15-24,140.0
11888,TM,2008,Male,15-24,176.0
11903,TN,2001,Male,15-24,141.0
11904,TN,2002,Male,15-24,112.0
11905,TN,2003,Male,15-24,100.0
11906,TN,2004,Male,15-24,100.0
11907,TN,2005,Male,15-24,103.0
11908,TN,2006,Male,15-24,125.0
11909,TN,2007,Male,15-24,124.0
11923,TO,1995,Male,15-24,1.0
11924,TO,1998,Male,15-24,2.0
11925,TO,1999,Male,15-24,1.0
11926,TO,2000,Male,15-24,2.0
11928,TO,2002,Male,15-24,1.0
11929,TO,2003,Male,15-24,1.0
11930,TO,2005,Male,15-24,2.0
11931,TO,2006,Male,15-24,1.0
11932,TO,2007,Male,15-24,2.0
11933,TO,2008,Male,15-24,2.0
11962,TT,2000,Male,15-24,7.0
11963,TT,2003,Male,15-24,9.0
11985,TV,2007,Male,15-24,1.0
11986,TZ,1996,Male,15-24,2176.0
11987,TZ,2001,Male,15-24,2302.0
11988,TZ,2002,Male,15-24,2309.0
11989,TZ,2003,Male,15-24,2172.0
11990,TZ,2004,Male,15-24,2216.0
11991,TZ,2005,Male,15-24,2062.0
11992,TZ,2006,Male,15-24,2060.0
11993,TZ,2007,Male,15-24,2021.0
11994,TZ,2008,Male,15-24,1963.0
12008,UA,1995,Male,15-24,385.0
12009,UA,1998,Male,15-24,687.0
12010,UA,1999,Male,15-24,661.0
12011,UA,2000,Male,15-24,693.0
12013,UA,2003,Male,15-24,850.0
12016,UA,2006,Male,15-24,926.0
12028,UG,1998,Male,15-24,1512.0
12029,UG,2007,Male,15-24,1741.0
12056,UY,1995,Male,15-24,28.0
12057,UY,1996,Male,15-24,34.0
12058,UY,1997,Male,15-24,37.0
12059,UY,1998,Male,15-24,30.0
12060,UY,1999,Male,15-24,45.0
12061,UY,2000,Male,15-24,36.0
12062,UY,2001,Male,15-24,33.0
12063,UY,2002,Male,15-24,33.0
12064,UY,2004,Male,15-24,38.0
12065,UY,2005,Male,15-24,42.0
12066,UY,2006,Male,15-24,38.0
12067,UY,2007,Male,15-24,39.0
12081,UZ,1996,Male,15-24,96.0
12082,UZ,2000,Male,15-24,351.0
12083,UZ,2003,Male,15-24,487.0
12084,UZ,2004,Male,15-24,512.0
12100,VC,2000,Male,15-24,1.0
12117,VE,1999,Male,15-24,378.0
12118,VE,2002,Male,15-24,339.0
12119,VE,2003,Male,15-24,361.0
12120,VE,2004,Male,15-24,373.0
12121,VE,2005,Male,15-24,312.0
12165,VN,1996,Male,15-24,1994.0
12166,VN,1999,Male,15-24,2254.0
12167,VN,2000,Male,15-24,2367.0
12168,VN,2003,Male,15-24,3475.0
12169,VN,2006,Male,15-24,3761.0
12170,VN,2008,Male,15-24,3401.0
12185,VU,1995,Male,15-24,6.0
12186,VU,1996,Male,15-24,4.0
12187,VU,1998,Male,15-24,4.0
12188,VU,2001,Male,15-24,7.0
12189,VU,2002,Male,15-24,7.0
12190,VU,2003,Male,15-24,2.0
12191,VU,2004,Male,15-24,7.0
12192,VU,2005,Male,15-24,4.0
12193,VU,2006,Male,15-24,5.0
12194,VU,2007,Male,15-24,3.0
12195,VU,2008,Male,15-24,4.0
12228,WS,1995,Male,15-24,1.0
12229,WS,1997,Male,15-24,1.0
12230,WS,1998,Male,15-24,1.0
12231,WS,1999,Male,15-24,1.0
12232,WS,2000,Male,15-24,3.0
12233,WS,2003,Male,15-24,2.0
12234,WS,2005,Male,15-24,4.0
12236,WS,2008,Male,15-24,1.0
12244,YE,1995,Male,15-24,400.0
12245,YE,1998,Male,15-24,718.0
12246,YE,2000,Male,15-24,789.0
12247,YE,2001,Male,15-24,695.0
12248,YE,2002,Male,15-24,650.0
12249,YE,2003,Male,15-24,581.0
12250,YE,2004,Male,15-24,571.0
12251,YE,2005,Male,15-24,493.0
12252,YE,2006,Male,15-24,535.0
12253,YE,2007,Male,15-24,488.0
12254,YE,2008,Male,15-24,547.0
12271,YU,2002,Male,15-24,37.0
12287,ZA,2004,Male,15-24,11030.0
12288,ZA,2005,Male,15-24,10422.0
12303,ZM,2000,Male,15-24,2175.0
12304,ZM,2002,Male,15-24,1013.0
12305,ZM,2003,Male,15-24,1733.0
12306,ZM,2004,Male,15-24,1498.0
12307,ZM,2005,Male,15-24,1240.0
12308,ZM,2006,Male,15-24,945.0
12309,ZM,2007,Male,15-24,1235.0
12310,ZM,2008,Male,15-24,1120.0
12325,ZW,2003,Male,15-24,874.0
12326,ZW,2004,Male,15-24,833.0
12327,ZW,2005,Male,15-24,837.0
12328,ZW,2006,Male,15-24,736.0
12329,ZW,2008,Male,15-24,614.0
12336,AD,2000,Male,25-34,1.0
12340,AD,2005,Male,25-34,1.0
12341,AD,2006,Male,25-34,1.0
12361,AE,2003,Male,25-34,8.0
12362,AE,2004,Male,25-34,6.0
12363,AE,2007,Male,25-34,6.0
12364,AE,2008,Male,25-34,1.0
12377,AF,2001,Male,25-34,349.0
12378,AF,2002,Male,25-34,481.0
12379,AF,2005,Male,25-34,560.0
12380,AF,2007,Male,25-34,840.0
12381,AF,2008,Male,25-34,773.0
12400,AG,2003,Male,25-34,1.0
12439,AL,1997,Male,25-34,43.0
12440,AL,1998,Male,25-34,21.0
12441,AL,1999,Male,25-34,23.0
12442,AL,2000,Male,25-34,21.0
12443,AL,2001,Male,25-34,18.0
12444,AL,2002,Male,25-34,27.0
12445,AL,2003,Male,25-34,19.0
12446,AL,2004,Male,25-34,19.0
12447,AL,2005,Male,25-34,21.0
12462,AM,1996,Male,25-34,100.0
12463,AM,1997,Male,25-34,59.0
12464,AM,1998,Male,25-34,90.0
12465,AM,1999,Male,25-34,88.0
12466,AM,2000,Male,25-34,130.0
12467,AM,2001,Male,25-34,120.0
12468,AM,2002,Male,25-34,63.0
12469,AM,2003,Male,25-34,98.0
12486,AO,1996,Male,25-34,926.0
12487,AO,2003,Male,25-34,2598.0
12488,AO,2005,Male,25-34,2797.0
12489,AO,2006,Male,25-34,3049.0
12490,AO,2007,Male,25-34,3197.0
12491,AO,2008,Male,25-34,3493.0
12505,AR,1996,Male,25-34,535.0
12544,AT,1999,Male,25-34,40.0
12562,AU,2000,Male,25-34,35.0
12563,AU,2001,Male,25-34,20.0
12564,AU,2003,Male,25-34,10.0
12578,AZ,1999,Male,25-34,46.0
12579,AZ,2002,Male,25-34,433.0
12580,AZ,2003,Male,25-34,258.0
12581,AZ,2004,Male,25-34,311.0
12597,BA,1995,Male,25-34,61.0
12598,BA,1998,Male,25-34,75.0
12599,BA,2002,Male,25-34,48.0
12600,BA,2003,Male,25-34,42.0
12601,BA,2006,Male,25-34,58.0
12615,BB,1996,Male,25-34,1.0
12617,BB,2001,Male,25-34,1.0
12621,BB,2006,Male,25-34,2.0
12623,BB,2008,Male,25-34,1.0
12637,BD,2003,Male,25-34,7275.0
12638,BD,2005,Male,25-34,10443.0
12639,BD,2006,Male,25-34,12166.0
12640,BD,2007,Male,25-34,12442.0
12641,BD,2008,Male,25-34,12926.0
12655,BE,1996,Male,25-34,43.0
12656,BE,1997,Male,25-34,45.0
12657,BE,1998,Male,25-34,50.0
12658,BE,1999,Male,25-34,40.0
12672,BF,1998,Male,25-34,270.0
12673,BF,2003,Male,25-34,313.0
12674,BF,2004,Male,25-34,375.0
12675,BF,2005,Male,25-34,430.0
12676,BF,2006,Male,25-34,473.0
12677,BF,2008,Male,25-34,555.0
12692,BG,2003,Male,25-34,169.0
12693,BG,2004,Male,25-34,156.0
12707,BH,2000,Male,25-34,3.0
12708,BH,2001,Male,25-34,2.0
12709,BH,2002,Male,25-34,1.0
12710,BH,2003,Male,25-34,2.0
12711,BH,2006,Male,25-34,25.0
12725,BI,1999,Male,25-34,566.0
12727,BI,2001,Male,25-34,559.0
12728,BI,2002,Male,25-34,470.0
12729,BI,2005,Male,25-34,591.0
12730,BI,2006,Male,25-34,600.0
12731,BI,2007,Male,25-34,637.0
12732,BI,2008,Male,25-34,684.0
12746,BJ,1995,Male,25-34,352.0
12747,BJ,1996,Male,25-34,348.0
12748,BJ,1998,Male,25-34,367.0
12749,BJ,2000,Male,25-34,428.0
12751,BJ,2004,Male,25-34,529.0
12752,BJ,2005,Male,25-34,595.0
12753,BJ,2006,Male,25-34,624.0
12755,BJ,2008,Male,25-34,604.0
12796,BN,2000,Male,25-34,4.0
12797,BN,2002,Male,25-34,15.0
12798,BN,2003,Male,25-34,25.0
12799,BN,2004,Male,25-34,13.0
12800,BN,2005,Male,25-34,19.0
12814,BO,1996,Male,25-34,887.0
12815,BO,1997,Male,25-34,792.0
12816,BO,1999,Male,25-34,862.0
12817,BO,2000,Male,25-34,797.0
12818,BO,2001,Male,25-34,761.0
12819,BO,2002,Male,25-34,787.0
12820,BO,2003,Male,25-34,742.0
12821,BO,2004,Male,25-34,750.0
12822,BO,2005,Male,25-34,725.0
12823,BO,2006,Male,25-34,699.0
12824,BO,2008,Male,25-34,734.0
12838,BR,2004,Male,25-34,6321.0
12839,BR,2005,Male,25-34,6119.0
12853,BS,1997,Male,25-34,14.0
12854,BS,2000,Male,25-34,7.0
12857,BS,2007,Male,25-34,3.0
12858,BS,2008,Male,25-34,6.0
12873,BT,1999,Male,25-34,42.0
12874,BT,2001,Male,25-34,50.0
12875,BT,2002,Male,25-34,51.0
12876,BT,2003,Male,25-34,50.0
12877,BT,2004,Male,25-34,52.0
12878,BT,2005,Male,25-34,58.0
12879,BT,2006,Male,25-34,55.0
12880,BT,2007,Male,25-34,44.0
12894,BW,2003,Male,25-34,552.0
12895,BW,2005,Male,25-34,563.0
12896,BW,2006,Male,25-34,577.0
12897,BW,2007,Male,25-34,535.0
12911,BY,2003,Male,25-34,134.0
12912,BY,2004,Male,25-34,170.0
12913,BY,2005,Male,25-34,180.0
12914,BY,2007,Male,25-34,142.0
12915,BY,2008,Male,25-34,149.0
12929,BZ,2000,Male,25-34,7.0
12930,BZ,2001,Male,25-34,5.0
12931,BZ,2002,Male,25-34,5.0
12932,BZ,2003,Male,25-34,8.0
12933,BZ,2004,Male,25-34,6.0
12934,BZ,2005,Male,25-34,8.0
12935,CA,1980,Male,25-34,75.0
12936,CA,1981,Male,25-34,61.0
12937,CA,1982,Male,25-34,66.0
12938,CA,1983,Male,25-34,63.0
12939,CA,1984,Male,25-34,75.0
12940,CA,1985,Male,25-34,70.0
12941,CA,1986,Male,25-34,73.0
12942,CA,1987,Male,25-34,71.0
12943,CA,1988,Male,25-34,73.0
12944,CA,1989,Male,25-34,56.0
12945,CA,1990,Male,25-34,70.0
12946,CA,1991,Male,25-34,79.0
12947,CA,1992,Male,25-34,47.0
12948,CA,1993,Male,25-34,47.0
12949,CA,1994,Male,25-34,54.0
12950,CA,1995,Male,25-34,31.0
12951,CA,1996,Male,25-34,49.0
12952,CA,1997,Male,25-34,55.0
12953,CA,1998,Male,25-34,43.0
12954,CA,1999,Male,25-34,47.0
12955,CA,2000,Male,25-34,45.0
12956,CA,2001,Male,25-34,49.0
12957,CA,2002,Male,25-34,34.0
12958,CA,2003,Male,25-34,36.0
12959,CA,2004,Male,25-34,34.0
12974,CD,2004,Male,25-34,9467.0
12975,CD,2005,Male,25-34,9808.0
12976,CD,2007,Male,25-34,9548.0
12977,CD,2008,Male,25-34,9988.0
12990,CF,1995,Male,25-34,356.0
12991,CF,1998,Male,25-34,482.0
12992,CF,1999,Male,25-34,529.0
12994,CF,2001,Male,25-34,279.0
12995,CF,2002,Male,25-34,462.0
12996,CF,2004,Male,25-34,694.0
12997,CF,2005,Male,25-34,1136.0
12999,CF,2008,Male,25-34,643.0
13014,CG,2007,Male,25-34,635.0
13015,CG,2008,Male,25-34,606.0
13029,CH,1995,Male,25-34,23.0
13030,CH,1996,Male,25-34,28.0
13031,CH,1997,Male,25-34,20.0
13032,CH,1998,Male,25-34,30.0
13033,CH,1999,Male,25-34,15.0
13048,CI,1995,Male,25-34,2092.0
13049,CI,2006,Male,25-34,2476.0
13050,CI,2007,Male,25-34,2705.0
13051,CI,2008,Male,25-34,2944.0
13053,CK,1981,Male,25-34,1.0
13055,CK,1983,Male,25-34,1.0
13056,CK,1984,Male,25-34,1.0
13091,CL,1999,Male,25-34,173.0
13092,CL,2000,Male,25-34,160.0
13093,CL,2001,Male,25-34,183.0
13094,CL,2002,Male,25-34,163.0
13095,CL,2003,Male,25-34,131.0
13096,CL,2004,Male,25-34,148.0
13110,CM,1997,Male,25-34,1011.0
13111,CM,1998,Male,25-34,1006.0
13112,CM,1999,Male,25-34,1595.0
13113,CM,2000,Male,25-34,842.0
13114,CM,2003,Male,25-34,2274.0
13115,CM,2004,Male,25-34,2147.0
13116,CM,2005,Male,25-34,2482.0
13117,CM,2006,Male,25-34,2550.0
