,iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
2854,KZ,2002,9452.0,0.0,0.0,1067.0,1565.0,1490.0,1042.0,435.0,212.0,0.0,0.0,0.0,1035.0,1086.0,669.0,348.0,194.0,208.0,0.0
2856,KZ,2004,7927.0,0.0,0.0,989.0,1291.0,1183.0,899.0,336.0,196.0,0.0,0.0,0.0,844.0,912.0,517.0,307.0,178.0,189.0,0.0
2858,KZ,2006,6205.0,0.0,0.0,888.0,981.0,848.0,744.0,287.0,169.0,0.0,0.0,0.0,741.0,636.0,370.0,234.0,116.0,150.0,0.0
2876,LA,1996,886.0,0.0,0.0,42.0,80.0,97.0,131.0,127.0,84.0,0.0,0.0,0.0,31.0,62.0,80.0,64.0,59.0,24.0,0.0
2877,LA,1997,1234.0,0.0,0.0,61.0,91.0,151.0,158.0,156.0,124.0,0.0,0.0,0.0,60.0,83.0,102.0,102.0,88.0,54.0,0.0
2878,LA,1998,1494.0,0.0,0.0,77.0,152.0,150.0,177.0,211.0,152.0,0.0,0.0,0.0,59.0,121.0,122.0,108.0,90.0,65.0,0.0
2879,LA,1999,1706.0,0.0,0.0,91.0,175.0,183.0,213.0,193.0,191.0,0.0,0.0,0.0,60.0,115.0,142.0,141.0,98.0,90.0,0.0
2880,LA,2000,1526.0,0.0,0.0,92.0,128.0,166.0,201.0,177.0,176.0,0.0,0.0,0.0,59.0,95.0,131.0,122.0,91.0,71.0,0.0
2881,LA,2001,1563.0,0.0,0.0,81.0,137.0,176.0,219.0,186.0,164.0,0.0,0.0,0.0,51.0,99.0,121.0,138.0,104.0,71.0,0.0
2882,LA,2002,1829.0,0.0,0.0,86.0,159.0,220.0,223.0,227.0,185.0,0.0,0.0,0.0,72.0,141.0,151.0,152.0,117.0,90.0,0.0
2883,LA,2003,1866.0,0.0,0.0,91.0,180.0,239.0,226.0,207.0,196.0,0.0,0.0,0.0,77.0,107.0,162.0,156.0,114.0,98.0,0.0
2884,LA,2004,2226.0,0.0,0.0,120.0,181.0,231.0,318.0,259.0,268.0,0.0,0.0,0.0,72.0,137.0,157.0,172.0,164.0,121.0,0.0
2885,LA,2005,2806.0,0.0,0.0,136.0,223.0,296.0,373.0,300.0,352.0,0.0,0.0,0.0,101.0,186.0,205.0,244.0,192.0,178.0,0.0
2886,LA,2006,3041.0,0.0,0.0,145.0,245.0,340.0,406.0,345.0,354.0,0.0,0.0,0.0,109.0,196.0,221.0,228.0,222.0,205.0,0.0
2888,LA,2008,3079.0,0.0,0.0,159.0,262.0,329.0,380.0,409.0,373.0,0.0,0.0,0.0,101.0,165.0,209.0,264.0,220.0,192.0,0.0
2899,LB,1995,197.0,0.0,0.0,26.0,32.0,30.0,16.0,16.0,10.0,0.0,0.0,0.0,16.0,18.0,13.0,8.0,5.0,3.0,0.0
2900,LB,1996,198.0,0.0,0.0,28.0,41.0,18.0,12.0,9.0,19.0,0.0,0.0,0.0,24.0,13.0,11.0,5.0,6.0,4.0,0.0
2903,LB,1999,249.0,0.0,0.0,27.0,44.0,35.0,17.0,17.0,11.0,0.0,0.0,0.0,33.0,26.0,17.0,6.0,9.0,3.0,0.0
2904,LB,2000,202.0,0.0,0.0,16.0,28.0,20.0,15.0,17.0,14.0,0.0,0.0,0.0,31.0,26.0,9.0,7.0,4.0,6.0,0.0
2906,LB,2002,148.0,0.0,0.0,19.0,25.0,14.0,10.0,7.0,9.0,0.0,0.0,0.0,17.0,21.0,8.0,9.0,3.0,3.0,0.0
2907,LB,2003,134.0,0.0,0.0,19.0,26.0,22.0,6.0,5.0,7.0,0.0,0.0,0.0,14.0,12.0,9.0,5.0,2.0,4.0,0.0
2908,LB,2004,146.0,0.0,0.0,11.0,25.0,18.0,18.0,8.0,6.0,0.0,0.0,0.0,18.0,21.0,10.0,5.0,1.0,4.0,0.0
2909,LB,2005,131.0,0.0,0.0,12.0,19.0,15.0,10.0,12.0,8.0,0.0,0.0,0.0,25.0,14.0,8.0,3.0,3.0,1.0,0.0
2931,LC,1999,9.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2932,LC,2000,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2933,LC,2001,6.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,LC,2002,8.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2937,LC,2005,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0
2939,LC,2007,18.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2957,LK,1996,2958.0,0.0,0.0,163.0,327.0,491.0,523.0,355.0,253.0,0.0,0.0,0.0,197.0,168.0,147.0,133.0,111.0,62.0,0.0
2958,LK,1997,3506.0,0.0,0.0,215.0,390.0,596.0,623.0,396.0,271.0,0.0,0.0,0.0,245.0,217.0,173.0,176.0,89.0,81.0,0.0
2963,LK,2002,4297.0,0.0,0.0,287.0,411.0,682.0,788.0,551.0,366.0,0.0,0.0,0.0,320.0,248.0,205.0,151.0,151.0,107.0,0.0
2964,LK,2003,4321.0,0.0,0.0,311.0,467.0,694.0,791.0,495.0,389.0,0.0,0.0,0.0,305.0,218.0,186.0,187.0,132.0,120.0,0.0
2965,LK,2004,4302.0,0.0,0.0,358.0,472.0,664.0,800.0,521.0,371.0,0.0,0.0,0.0,263.0,237.0,192.0,176.0,122.0,102.0,0.0
2967,LK,2006,4442.0,0.0,0.0,342.0,496.0,600.0,816.0,563.0,402.0,0.0,0.0,0.0,301.0,248.0,178.0,189.0,157.0,129.0,0.0
2982,LR,1996,668.0,0.0,0.0,69.0,105.0,84.0,42.0,33.0,9.0,0.0,0.0,0.0,72.0,78.0,51.0,24.0,12.0,7.0,0.0
2984,LR,1998,1190.0,0.0,0.0,150.0,229.0,158.0,72.0,34.0,11.0,0.0,0.0,0.0,164.0,160.0,98.0,45.0,17.0,16.0,0.0
2986,LR,2000,1021.0,0.0,0.0,133.0,196.0,127.0,52.0,17.0,26.0,0.0,0.0,0.0,140.0,149.0,88.0,28.0,16.0,16.0,0.0
2987,LR,2001,934.0,0.0,0.0,111.0,174.0,132.0,63.0,17.0,11.0,0.0,0.0,0.0,108.0,143.0,77.0,35.0,17.0,12.0,0.0
2989,LR,2003,1319.0,0.0,0.0,180.0,215.0,204.0,99.0,49.0,23.0,0.0,0.0,0.0,148.0,180.0,109.0,43.0,30.0,22.0,0.0
2990,LR,2004,2490.0,0.0,0.0,333.0,427.0,285.0,198.0,71.0,51.0,0.0,0.0,0.0,268.0,397.0,183.0,123.0,41.0,42.0,0.0
2991,LR,2005,2167.0,0.0,0.0,240.0,352.0,333.0,155.0,74.0,65.0,0.0,0.0,0.0,232.0,297.0,171.0,108.0,52.0,25.0,0.0
2992,LR,2006,2906.0,0.0,0.0,324.0,442.0,371.0,250.0,125.0,97.0,0.0,0.0,0.0,292.0,371.0,242.0,125.0,85.0,68.0,0.0
3010,LS,1995,1361.0,0.0,0.0,108.0,214.0,256.0,189.0,96.0,88.0,0.0,0.0,0.0,106.0,125.0,71.0,49.0,17.0,19.0,0.0
3011,LS,1996,1788.0,0.0,0.0,123.0,272.0,367.0,223.0,149.0,87.0,0.0,0.0,0.0,164.0,189.0,94.0,44.0,29.0,28.0,0.0
3012,LS,1997,2398.0,0.0,0.0,180.0,392.0,463.0,307.0,173.0,69.0,0.0,0.0,0.0,216.0,272.0,152.0,71.0,40.0,23.0,0.0
3013,LS,1998,2476.0,0.0,0.0,190.0,407.0,488.0,372.0,190.0,87.0,0.0,0.0,0.0,200.0,283.0,125.0,65.0,30.0,23.0,0.0
3019,LS,2004,4272.0,0.0,0.0,286.0,728.0,696.0,448.0,206.0,78.0,0.0,0.0,0.0,459.0,691.0,364.0,161.0,68.0,36.0,0.0
3020,LS,2005,4280.0,0.0,0.0,395.0,695.0,397.0,148.0,82.0,37.0,0.0,0.0,0.0,226.0,721.0,616.0,494.0,297.0,121.0,0.0
3021,LS,2006,4024.0,0.0,0.0,228.0,628.0,550.0,440.0,218.0,49.0,0.0,0.0,0.0,370.0,642.0,430.0,171.0,90.0,125.0,0.0
3041,LT,1997,1200.0,0.0,0.0,53.0,136.0,227.0,213.0,146.0,98.0,0.0,0.0,0.0,40.0,77.0,73.0,38.0,25.0,67.0,0.0
3042,LT,1998,787.0,0.0,0.0,38.0,77.0,165.0,163.0,81.0,57.0,0.0,0.0,0.0,27.0,25.0,65.0,22.0,21.0,46.0,0.0
3044,LT,2000,776.0,0.0,0.0,38.0,97.0,145.0,155.0,74.0,68.0,0.0,0.0,0.0,20.0,37.0,39.0,32.0,22.0,48.0,0.0
3045,LT,2001,935.0,0.0,0.0,35.0,112.0,197.0,155.0,88.0,76.0,0.0,0.0,0.0,33.0,59.0,57.0,35.0,28.0,59.0,0.0
3050,LT,2006,1029.0,0.0,0.0,38.0,120.0,207.0,211.0,107.0,74.0,0.0,0.0,0.0,25.0,48.0,56.0,52.0,38.0,53.0,0.0
3051,LT,2007,925.0,0.0,0.0,31.0,77.0,165.0,235.0,109.0,76.0,0.0,0.0,0.0,34.0,41.0,48.0,50.0,22.0,37.0,0.0
3069,LU,1996,29.0,0.0,0.0,5.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0
3070,LU,1997,31.0,0.0,0.0,2.0,2.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0
3075,LU,2002,17.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0
3077,LU,2004,20.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
3079,LU,2006,22.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0
3097,LV,1995,504.0,0.0,0.0,20.0,44.0,71.0,70.0,40.0,30.0,0.0,0.0,0.0,22.0,49.0,55.0,47.0,27.0,29.0,0.0
3098,LV,1996,575.0,0.0,0.0,28.0,69.0,130.0,89.0,67.0,42.0,0.0,0.0,0.0,32.0,39.0,31.0,22.0,10.0,16.0,0.0
3099,LV,1997,634.0,0.0,0.0,47.0,109.0,145.0,106.0,61.0,29.0,0.0,0.0,0.0,27.0,22.0,37.0,20.0,16.0,14.0,0.0
3100,LV,1998,668.0,0.0,0.0,58.0,105.0,129.0,121.0,68.0,35.0,0.0,0.0,0.0,24.0,45.0,26.0,23.0,15.0,18.0,0.0
3101,LV,1999,588.0,0.0,0.0,48.0,87.0,110.0,103.0,57.0,30.0,0.0,0.0,0.0,28.0,24.0,40.0,29.0,11.0,18.0,0.0
3102,LV,2000,637.0,0.0,0.0,53.0,106.0,124.0,111.0,64.0,34.0,0.0,0.0,0.0,25.0,41.0,27.0,28.0,7.0,15.0,0.0
3103,LV,2001,661.0,0.0,0.0,48.0,109.0,138.0,101.0,64.0,32.0,0.0,0.0,0.0,24.0,33.0,41.0,31.0,18.0,20.0,0.0
3104,LV,2002,636.0,0.0,0.0,32.0,98.0,123.0,121.0,64.0,26.0,0.0,0.0,0.0,37.0,42.0,37.0,23.0,11.0,22.0,0.0
3105,LV,2003,641.0,0.0,0.0,36.0,74.0,141.0,106.0,59.0,32.0,0.0,0.0,0.0,31.0,42.0,42.0,35.0,17.0,26.0,0.0
3106,LV,2004,582.0,0.0,0.0,30.0,74.0,119.0,109.0,53.0,38.0,0.0,0.0,0.0,29.0,32.0,36.0,29.0,12.0,19.0,0.0
3110,LV,2008,400.0,0.0,0.0,28.0,54.0,71.0,71.0,47.0,27.0,0.0,0.0,0.0,11.0,23.0,26.0,21.0,9.0,12.0,0.0
3126,LY,1996,515.0,0.0,0.0,93.0,142.0,82.0,31.0,28.0,19.0,0.0,0.0,0.0,30.0,35.0,17.0,10.0,9.0,11.0,0.0
3131,LY,2003,764.0,0.0,0.0,108.0,266.0,142.0,32.0,25.0,19.0,0.0,0.0,0.0,43.0,28.0,30.0,25.0,21.0,21.0,0.0
3132,LY,2004,872.0,0.0,0.0,113.0,310.0,173.0,53.0,24.0,20.0,0.0,0.0,0.0,44.0,50.0,20.0,23.0,13.0,23.0,0.0
3133,LY,2005,860.0,0.0,0.0,114.0,293.0,168.0,52.0,19.0,35.0,0.0,0.0,0.0,36.0,36.0,35.0,21.0,21.0,20.0,0.0
3134,LY,2006,745.0,0.0,0.0,98.0,247.0,150.0,49.0,23.0,23.0,0.0,0.0,0.0,55.0,34.0,24.0,10.0,12.0,11.0,0.0
3152,MA,1995,14171.0,0.0,0.0,2508.0,2872.0,1737.0,819.0,573.0,553.0,0.0,0.0,0.0,1708.0,1288.0,703.0,461.0,317.0,299.0,0.0
3153,MA,1996,14278.0,0.0,0.0,2618.0,2844.0,1721.0,772.0,602.0,583.0,0.0,0.0,0.0,1697.0,1300.0,677.0,437.0,400.0,292.0,0.0
3154,MA,1997,14134.0,0.0,0.0,2328.0,2891.0,1659.0,761.0,591.0,557.0,0.0,0.0,0.0,1799.0,1331.0,745.0,416.0,424.0,275.0,0.0
3155,MA,1998,13426.0,0.0,0.0,2308.0,2573.0,1744.0,843.0,560.0,527.0,0.0,0.0,0.0,1600.0,1150.0,679.0,412.0,402.0,330.0,0.0
3156,MA,1999,13420.0,0.0,0.0,2296.0,2696.0,1641.0,815.0,559.0,562.0,0.0,0.0,0.0,1654.0,1143.0,691.0,446.0,351.0,332.0,0.0
3157,MA,2000,12872.0,0.0,0.0,2061.0,2423.0,1705.0,855.0,485.0,595.0,0.0,0.0,0.0,1530.0,1121.0,672.0,398.0,406.0,352.0,0.0
3158,MA,2001,12804.0,0.0,0.0,2200.0,2256.0,1731.0,929.0,561.0,606.0,0.0,0.0,0.0,1477.0,1046.0,596.0,402.0,399.0,360.0,0.0
3159,MA,2002,12914.0,0.0,0.0,2190.0,2341.0,1647.0,941.0,525.0,577.0,0.0,0.0,0.0,1483.0,1088.0,713.0,443.0,357.0,386.0,0.0
3160,MA,2003,12842.0,0.0,0.0,2225.0,2347.0,1667.0,1004.0,525.0,550.0,0.0,0.0,0.0,1455.0,1029.0,633.0,431.0,366.0,351.0,0.0
3161,MA,2004,12280.0,0.0,0.0,2081.0,2397.0,1676.0,1114.0,533.0,539.0,0.0,0.0,0.0,1196.0,981.0,517.0,373.0,331.0,325.0,0.0
3162,MA,2005,12757.0,0.0,0.0,2222.0,2515.0,1583.0,1057.0,580.0,591.0,0.0,0.0,0.0,1330.0,943.0,546.0,403.0,343.0,398.0,0.0
3184,MC,1999,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3206,MD,1995,665.0,0.0,0.0,55.0,115.0,166.0,95.0,65.0,15.0,0.0,0.0,0.0,42.0,38.0,31.0,19.0,10.0,12.0,0.0
3207,MD,1996,219.0,0.0,0.0,26.0,33.0,55.0,34.0,9.0,5.0,0.0,0.0,0.0,10.0,14.0,18.0,4.0,3.0,6.0,0.0
3208,MD,1997,397.0,0.0,0.0,51.0,65.0,86.0,47.0,35.0,13.0,0.0,0.0,0.0,24.0,32.0,16.0,14.0,6.0,8.0,0.0
3209,MD,1998,477.0,0.0,0.0,72.0,67.0,116.0,56.0,36.0,16.0,0.0,0.0,0.0,34.0,20.0,34.0,10.0,5.0,7.0,0.0
3210,MD,1999,609.0,0.0,0.0,89.0,123.0,144.0,84.0,29.0,14.0,0.0,0.0,0.0,31.0,32.0,27.0,19.0,7.0,6.0,0.0
3212,MD,2001,1060.0,0.0,0.0,152.0,197.0,230.0,158.0,62.0,32.0,0.0,0.0,0.0,58.0,61.0,46.0,33.0,14.0,10.0,0.0
3213,MD,2002,1146.0,0.0,0.0,159.0,220.0,237.0,181.0,49.0,33.0,0.0,0.0,0.0,71.0,76.0,41.0,32.0,23.0,8.0,0.0
3214,MD,2003,1214.0,0.0,0.0,152.0,201.0,252.0,206.0,62.0,25.0,0.0,0.0,0.0,101.0,71.0,64.0,40.0,16.0,22.0,0.0
3215,MD,2004,1536.0,0.0,0.0,210.0,277.0,284.0,267.0,89.0,42.0,0.0,0.0,0.0,91.0,97.0,57.0,53.0,28.0,22.0,0.0
3217,MD,2006,1679.0,0.0,0.0,175.0,302.0,349.0,312.0,106.0,32.0,0.0,0.0,0.0,91.0,108.0,72.0,67.0,25.0,31.0,0.0
3220,ME,2005,64.0,0.0,0.0,3.0,5.0,7.0,15.0,4.0,8.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,8.0,0.0
3221,ME,2006,58.0,0.0,0.0,0.0,7.0,7.0,12.0,9.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,0.0
3222,ME,2007,41.0,0.0,0.0,0.0,6.0,3.0,10.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0
3223,ME,2008,65.0,0.0,0.0,2.0,7.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,10.0,4.0,7.0,0.0
3239,MG,1995,8026.0,0.0,0.0,791.0,1289.0,1173.0,630.0,423.0,242.0,0.0,0.0,0.0,799.0,1108.0,744.0,340.0,230.0,78.0,0.0
3244,MG,2001,11092.0,0.0,0.0,1033.0,1588.0,1625.0,1094.0,613.0,404.0,0.0,0.0,0.0,1010.0,1349.0,1094.0,546.0,289.0,154.0,0.0
3249,MG,2006,15613.0,0.0,0.0,1500.0,2391.0,2220.0,1714.0,766.0,458.0,0.0,0.0,0.0,1458.0,1944.0,1444.0,874.0,353.0,166.0,0.0
3267,MH,1998,11.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0
3271,MH,2002,18.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
3273,MH,2004,39.0,0.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,3.0,0.0,1.0,0.0
3274,MH,2005,48.0,0.0,0.0,4.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,4.0,3.0,4.0,2.0,0.0
3275,MH,2006,45.0,0.0,0.0,4.0,3.0,4.0,6.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,4.0,2.0,0.0
3277,MH,2008,28.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,1.0,0.0,0.0
3281,MK,1995,319.0,0.0,0.0,15.0,42.0,45.0,33.0,29.0,24.0,0.0,0.0,0.0,32.0,30.0,20.0,11.0,17.0,17.0,0.0
3283,MK,1997,192.0,0.0,0.0,8.0,21.0,25.0,24.0,21.0,21.0,0.0,0.0,0.0,14.0,19.0,13.0,6.0,7.0,11.0,0.0
3285,MK,1999,122.0,0.0,0.0,11.0,10.0,19.0,27.0,15.0,5.0,0.0,0.0,0.0,7.0,9.0,5.0,1.0,10.0,1.0,0.0
3286,MK,2000,167.0,0.0,0.0,8.0,14.0,20.0,19.0,20.0,14.0,0.0,0.0,0.0,15.0,14.0,17.0,5.0,5.0,10.0,0.0
3287,MK,2001,164.0,0.0,0.0,10.0,17.0,17.0,15.0,21.0,16.0,0.0,0.0,0.0,17.0,18.0,14.0,7.0,3.0,7.0,0.0
3288,MK,2002,200.0,0.0,0.0,20.0,17.0,28.0,31.0,22.0,7.0,0.0,0.0,0.0,18.0,24.0,12.0,4.0,6.0,6.0,0.0
3289,MK,2003,200.0,0.0,0.0,20.0,23.0,35.0,28.0,17.0,17.0,0.0,0.0,0.0,16.0,16.0,9.0,9.0,1.0,8.0,0.0
3290,MK,2004,200.0,0.0,0.0,12.0,18.0,19.0,33.0,21.0,15.0,0.0,0.0,0.0,15.0,20.0,19.0,6.0,3.0,17.0,0.0
3310,ML,1995,1866.0,0.0,0.0,72.0,357.0,294.0,181.0,138.0,102.0,0.0,0.0,0.0,132.0,184.0,128.0,107.0,61.0,52.0,0.0
3311,ML,1996,2173.0,0.0,0.0,182.0,408.0,364.0,226.0,157.0,136.0,0.0,0.0,0.0,153.0,197.0,128.0,95.0,51.0,36.0,0.0
3314,ML,1999,2690.0,0.0,0.0,235.0,475.0,429.0,315.0,216.0,129.0,0.0,0.0,0.0,180.0,226.0,171.0,120.0,96.0,58.0,0.0
3315,ML,2000,2527.0,0.0,0.0,206.0,430.0,396.0,297.0,235.0,144.0,0.0,0.0,0.0,174.0,232.0,152.0,106.0,75.0,43.0,0.0
3317,ML,2002,2757.0,0.0,0.0,209.0,547.0,447.0,430.0,151.0,72.0,0.0,0.0,0.0,141.0,250.0,166.0,190.0,71.0,24.0,0.0
3318,ML,2003,3015.0,0.0,0.0,348.0,619.0,438.0,330.0,201.0,115.0,0.0,0.0,0.0,172.0,278.0,212.0,123.0,73.0,45.0,0.0
3319,ML,2004,3069.0,0.0,0.0,302.0,584.0,473.0,316.0,219.0,147.0,0.0,0.0,0.0,191.0,284.0,183.0,151.0,105.0,57.0,0.0
3320,ML,2005,3523.0,0.0,0.0,350.0,628.0,539.0,365.0,263.0,193.0,0.0,0.0,0.0,208.0,348.0,245.0,152.0,101.0,72.0,0.0
3321,ML,2006,3802.0,0.0,0.0,361.0,679.0,550.0,436.0,272.0,216.0,0.0,0.0,0.0,250.0,371.0,249.0,168.0,116.0,76.0,0.0
3322,ML,2007,3894.0,0.0,0.0,369.0,696.0,570.0,422.0,291.0,213.0,0.0,0.0,0.0,263.0,385.0,258.0,160.0,113.0,95.0,0.0
3340,MM,1996,9716.0,0.0,0.0,767.0,1511.0,1535.0,1110.0,798.0,400.0,0.0,0.0,0.0,577.0,938.0,817.0,558.0,408.0,184.0,0.0
3342,MM,1998,10089.0,0.0,0.0,798.0,1491.0,1584.0,1187.0,763.0,438.0,0.0,0.0,0.0,650.0,997.0,856.0,577.0,382.0,229.0,0.0
3343,MM,1999,11458.0,0.0,0.0,936.0,1800.0,1805.0,1366.0,833.0,540.0,0.0,0.0,0.0,737.0,1076.0,919.0,647.0,420.0,284.0,0.0
3344,MM,2000,17254.0,0.0,0.0,1459.0,2636.0,2781.0,2161.0,1235.0,836.0,0.0,0.0,0.0,1040.0,1592.0,1397.0,987.0,592.0,378.0,0.0
3346,MM,2002,24162.0,0.0,0.0,2125.0,3986.0,4016.0,3022.0,1671.0,1067.0,0.0,0.0,0.0,1563.0,2044.0,1758.0,1348.0,845.0,544.0,0.0
3347,MM,2003,27448.0,0.0,0.0,2536.0,4408.0,4427.0,3269.0,1974.0,1296.0,0.0,0.0,0.0,1781.0,2442.0,2003.0,1491.0,943.0,617.0,0.0
3348,MM,2004,31408.0,0.0,0.0,2777.0,5025.0,4966.0,4081.0,2271.0,1567.0,0.0,0.0,0.0,2020.0,2622.0,2228.0,1800.0,1122.0,713.0,0.0
3349,MM,2005,36541.0,0.0,0.0,3401.0,5877.0,5888.0,4585.0,2557.0,1764.0,0.0,0.0,0.0,2376.0,3047.0,2563.0,2101.0,1218.0,885.0,0.0
3350,MM,2006,40241.0,0.0,0.0,3572.0,6328.0,6536.0,5143.0,2988.0,2033.0,0.0,0.0,0.0,2453.0,3338.0,2820.0,2282.0,1448.0,1016.0,0.0
3351,MM,2007,42588.0,0.0,0.0,3591.0,6569.0,6826.0,5507.0,3152.0,2155.0,0.0,0.0,0.0,2719.0,3500.0,2998.0,2486.0,1601.0,1198.0,0.0
3352,MM,2008,41248.0,0.0,0.0,3416.0,6311.0,6396.0,5327.0,3312.0,2235.0,0.0,0.0,0.0,2526.0,3474.0,2850.0,2357.0,1644.0,1102.0,0.0
3369,MN,1996,769.0,0.0,0.0,103.0,150.0,91.0,42.0,24.0,19.0,0.0,0.0,0.0,98.0,114.0,45.0,27.0,19.0,12.0,0.0
3370,MN,1997,1171.0,0.0,0.0,173.0,298.0,204.0,72.0,32.0,17.0,0.0,0.0,0.0,109.0,134.0,71.0,21.0,13.0,9.0,0.0
3371,MN,1998,1356.0,0.0,0.0,213.0,251.0,158.0,65.0,32.0,22.0,0.0,0.0,0.0,162.0,221.0,115.0,32.0,21.0,15.0,0.0
3372,MN,1999,1513.0,0.0,0.0,213.0,314.0,178.0,63.0,34.0,26.0,0.0,0.0,0.0,205.0,252.0,113.0,43.0,18.0,17.0,0.0
3373,MN,2000,1389.0,0.0,0.0,181.0,260.0,171.0,68.0,38.0,23.0,0.0,0.0,0.0,200.0,213.0,113.0,41.0,26.0,17.0,0.0
3375,MN,2002,1670.0,0.0,0.0,242.0,272.0,184.0,94.0,57.0,47.0,0.0,0.0,0.0,263.0,253.0,133.0,55.0,22.0,23.0,0.0
3376,MN,2003,1541.0,0.0,0.0,206.0,217.0,171.0,93.0,55.0,39.0,0.0,0.0,0.0,254.0,233.0,148.0,45.0,32.0,19.0,0.0
3377,MN,2004,1808.0,0.0,0.0,287.0,256.0,229.0,112.0,54.0,43.0,0.0,0.0,0.0,283.0,249.0,162.0,62.0,24.0,23.0,0.0
3378,MN,2005,1868.0,0.0,0.0,271.0,253.0,232.0,147.0,52.0,36.0,0.0,0.0,0.0,320.0,270.0,145.0,63.0,32.0,25.0,0.0
3379,MN,2006,2129.0,0.0,0.0,317.0,335.0,241.0,157.0,64.0,41.0,0.0,0.0,0.0,372.0,265.0,180.0,81.0,24.0,29.0,0.0
3380,MN,2007,1856.0,0.0,0.0,280.0,270.0,232.0,158.0,48.0,34.0,0.0,0.0,0.0,273.0,250.0,139.0,80.0,36.0,29.0,0.0
3381,MN,2008,1838.0,0.0,0.0,289.0,260.0,235.0,151.0,59.0,36.0,0.0,0.0,0.0,283.0,229.0,127.0,86.0,32.0,26.0,0.0
3397,MO,1995,141.0,0.0,0.0,7.0,19.0,20.0,13.0,12.0,16.0,0.0,0.0,0.0,9.0,18.0,12.0,4.0,5.0,6.0,0.0
3403,MO,2001,157.0,0.0,0.0,9.0,17.0,26.0,25.0,11.0,23.0,0.0,0.0,0.0,5.0,7.0,11.0,10.0,1.0,11.0,0.0
3404,MO,2002,147.0,0.0,0.0,13.0,8.0,21.0,20.0,17.0,21.0,0.0,0.0,0.0,7.0,10.0,7.0,9.0,1.0,11.0,0.0
3405,MO,2003,138.0,0.0,0.0,9.0,9.0,16.0,27.0,9.0,27.0,0.0,0.0,0.0,7.0,7.0,11.0,7.0,4.0,5.0,0.0
3406,MO,2004,128.0,0.0,0.0,8.0,7.0,18.0,31.0,12.0,14.0,0.0,0.0,0.0,5.0,7.0,12.0,3.0,2.0,9.0,0.0
3407,MO,2005,136.0,0.0,0.0,6.0,9.0,21.0,23.0,17.0,22.0,0.0,0.0,0.0,5.0,9.0,7.0,8.0,1.0,5.0,0.0
